id,item_id,tag_id,code_id,created,created_by
88418,420,1333,6,1738414300248,1
88419,420,1335,6,1738414300248,1
88420,420,1337,6,1738414300248,1
88421,420,1339,6,1738414300248,1
88422,420,1341,6,1738414300248,1
88423,420,1342,6,1738414300248,1
88424,420,1343,6,1738414300248,1
88425,420,1344,6,1738414300248,1
88426,420,1345,6,1738414300248,1
88427,420,1346,6,1738414300248,1
88428,421,1347,6,1738414300248,1
88429,421,1348,6,1738414300248,1
88430,421,1335,6,1738414300248,1
88431,421,1337,6,1738414300248,1
88432,421,1349,6,1738414300248,1
88433,421,1350,6,1738414300248,1
88434,422,1347,6,1738414300248,1
88435,422,1351,6,1738414300248,1
88436,422,1335,6,1738414300248,1
88437,422,1346,6,1738414300248,1
88438,422,1339,6,1738414300248,1
88439,422,1352,6,1738414300248,1
88440,422,1353,6,1738414300248,1
88441,422,1354,6,1738414300248,1
88442,422,1355,6,1738414300248,1
88443,422,1356,6,1738414300248,1
88444,423,1335,6,1738414300248,1
88445,423,1357,6,1738414300248,1
88446,423,1347,6,1738414300248,1
88447,423,1337,6,1738414300248,1
88448,423,1351,6,1738414300248,1
88449,423,1358,6,1738414300248,1
88450,423,1359,6,1738414300248,1
88451,424,1360,6,1738414300248,1
88452,424,1361,6,1738414300248,1
88453,424,1362,6,1738414300248,1
88454,424,1358,6,1738414300248,1
88455,424,1363,6,1738414300248,1
88456,424,1364,6,1738414300248,1
88457,424,1365,6,1738414300248,1
88458,424,1366,6,1738414300248,1
88459,425,1335,6,1738414300248,1
88460,425,1341,6,1738414300248,1
88461,425,1347,6,1738414300248,1
88462,425,1337,6,1738414300248,1
88463,425,1339,6,1738414300248,1
88464,426,1367,6,1738414300248,1
88465,426,1360,6,1738414300248,1
88466,426,1335,6,1738414300248,1
88467,426,1337,6,1738414300248,1
88468,426,1351,6,1738414300248,1
88469,426,1366,6,1738414300248,1
88470,426,1368,6,1738414300248,1
88471,427,1335,6,1738414300248,1
88472,427,1360,6,1738414300248,1
88473,427,1357,6,1738414300248,1
88474,427,1351,6,1738414300248,1
88475,427,1337,6,1738414300248,1
88476,427,1368,6,1738414300248,1
88477,427,1349,6,1738414300248,1
88478,428,1367,6,1738414300248,1
88479,428,1335,6,1738414300248,1
88480,428,1360,6,1738414300248,1
88481,428,1337,6,1738414300248,1
88482,428,1357,6,1738414300248,1
88483,428,1368,6,1738414300248,1
88484,429,1360,6,1738414300248,1
88485,429,1335,6,1738414300248,1
88486,429,1337,6,1738414300248,1
88487,429,1369,6,1738414300248,1
88488,429,1366,6,1738414300248,1
88489,429,1367,6,1738414300248,1
88490,429,1370,6,1738414300248,1
88491,430,1360,6,1738414300248,1
88492,430,1335,6,1738414300248,1
88493,430,1337,6,1738414300248,1
88494,430,1367,6,1738414300248,1
88495,430,1368,6,1738414300248,1
88496,430,1366,6,1738414300248,1
88497,430,1351,6,1738414300248,1
88498,431,1369,6,1738414300248,1
88499,431,1360,6,1738414300248,1
88500,431,1337,6,1738414300248,1
88501,431,1351,6,1738414300248,1
88502,431,1335,6,1738414300248,1
88503,431,1366,6,1738414300248,1
88504,431,1367,6,1738414300248,1
88505,431,1371,6,1738414300248,1
88506,432,1360,6,1738414300248,1
88507,432,1363,6,1738414300248,1
88508,432,1335,6,1738414300248,1
88509,432,1369,6,1738414300248,1
88510,432,1372,6,1738414300248,1
88511,432,1367,6,1738414300248,1
88512,432,1366,6,1738414300248,1
88513,432,1373,6,1738414300248,1
88514,432,1361,6,1738414300248,1
88515,433,1335,6,1738414300248,1
88516,433,1337,6,1738414300248,1
88517,433,1351,6,1738414300248,1
88518,433,1368,6,1738414300248,1
88519,433,1367,6,1738414300248,1
88520,433,1366,6,1738414300248,1
88521,433,1371,6,1738414300248,1
88522,433,1360,6,1738414300248,1
88523,434,1333,6,1738414300248,1
88524,434,1351,6,1738414300248,1
88525,434,1335,6,1738414300248,1
88526,434,1371,6,1738414300248,1
88527,434,1339,6,1738414300248,1
88528,434,1374,6,1738414300248,1
88529,434,1357,6,1738414300248,1
88530,434,1352,6,1738414300248,1
88531,434,1341,6,1738414300248,1
88532,435,1333,6,1738414300248,1
88533,435,1337,6,1738414300248,1
88534,435,1335,6,1738414300248,1
88535,435,1368,6,1738414300248,1
88536,435,1366,6,1738414300248,1
88537,435,1361,6,1738414300248,1
88538,435,1362,6,1738414300248,1
88539,435,1375,6,1738414300248,1
88540,435,1376,6,1738414300248,1
88541,435,1377,6,1738414300248,1
88542,436,1360,6,1738414300248,1
88543,436,1369,6,1738414300248,1
88544,436,1363,6,1738414300248,1
88545,436,1365,6,1738414300248,1
88546,436,1366,6,1738414300248,1
88547,437,1333,6,1738414300248,1
88548,437,1351,6,1738414300248,1
88549,437,1378,6,1738414300248,1
88550,437,1339,6,1738414300248,1
88551,437,1358,6,1738414300248,1
88552,437,1348,6,1738414300248,1
88553,437,1379,6,1738414300248,1
88554,437,1353,6,1738414300248,1
88555,437,1380,6,1738414300248,1
88556,437,1381,6,1738414300248,1
88557,438,1333,6,1738414300248,1
88558,438,1351,6,1738414300248,1
88559,438,1337,6,1738414300248,1
88560,438,1378,6,1738414300248,1
88561,438,1379,6,1738414300248,1
88562,438,1358,6,1738414300248,1
88563,438,1381,6,1738414300248,1
88564,438,1382,6,1738414300248,1
88565,439,1347,6,1738414300248,1
88566,439,1337,6,1738414300248,1
88567,439,1335,6,1738414300248,1
88568,439,1350,6,1738414300248,1
88569,439,1366,6,1738414300248,1
88570,439,1344,6,1738414300248,1
88571,439,1354,6,1738414300248,1
88572,439,1343,6,1738414300248,1
88573,440,1333,6,1738414300248,1
88574,440,1335,6,1738414300248,1
88575,440,1337,6,1738414300248,1
88576,440,1350,6,1738414300248,1
88577,440,1375,6,1738414300248,1
88578,440,1366,6,1738414300248,1
88579,440,1377,6,1738414300248,1
88580,441,1365,6,1738414300248,1
88581,441,1363,6,1738414300248,1
88582,441,1360,6,1738414300248,1
88583,441,1370,6,1738414300248,1
88584,441,1367,6,1738414300248,1
88585,441,1339,6,1738414300248,1
88586,441,1364,6,1738414300248,1
88587,441,1341,6,1738414300248,1
88588,442,1335,6,1738414300248,1
88589,442,1367,6,1738414300248,1
88590,442,1357,6,1738414300248,1
88591,442,1372,6,1738414300248,1
88592,442,1333,6,1738414300248,1
88593,442,1346,6,1738414300248,1
88594,442,1359,6,1738414300248,1
88595,442,1381,6,1738414300248,1
88596,442,1383,6,1738414300248,1
88597,442,1339,6,1738414300248,1
88598,442,1351,6,1738414300248,1
88599,442,1337,6,1738414300248,1
88600,442,1382,6,1738414300248,1
88601,442,1384,6,1738414300248,1
88602,443,1360,6,1738414300248,1
88603,443,1365,6,1738414300248,1
88604,443,1339,6,1738414300248,1
88605,443,1341,6,1738414300248,1
88606,443,1370,6,1738414300248,1
88607,443,1367,6,1738414300248,1
88608,443,1361,6,1738414300248,1
88609,443,1363,6,1738414300248,1
88610,443,1364,6,1738414300248,1
88611,443,1362,6,1738414300248,1
88612,444,1360,6,1738414300248,1
88613,444,1363,6,1738414300248,1
88614,444,1365,6,1738414300248,1
88615,444,1369,6,1738414300248,1
88616,444,1366,6,1738414300248,1
88617,445,1357,6,1738414300248,1
88618,445,1347,6,1738414300248,1
88619,445,1337,6,1738414300248,1
88620,445,1335,6,1738414300248,1
88621,445,1339,6,1738414300248,1
88622,445,1367,6,1738414300248,1
88623,445,1356,6,1738414300248,1
88624,446,1347,6,1738414300248,1
88625,446,1335,6,1738414300248,1
88626,446,1337,6,1738414300248,1
88627,446,1339,6,1738414300248,1
88628,446,1372,6,1738414300248,1
88629,446,1385,6,1738414300248,1
88630,447,1335,6,1738414300248,1
88631,447,1348,6,1738414300248,1
88632,447,1347,6,1738414300248,1
88633,447,1339,6,1738414300248,1
88634,447,1337,6,1738414300248,1
88635,448,1347,6,1738414300248,1
88636,448,1351,6,1738414300248,1
88637,448,1335,6,1738414300248,1
88638,448,1339,6,1738414300248,1
88639,448,1341,6,1738414300248,1
88640,449,1360,6,1738414300248,1
88641,449,1337,6,1738414300248,1
88642,449,1351,6,1738414300248,1
88643,449,1335,6,1738414300248,1
88644,449,1368,6,1738414300248,1
88645,449,1357,6,1738414300248,1
88646,449,1386,6,1738414300248,1
88647,449,1387,6,1738414300248,1
88648,450,1335,6,1738414300248,1
88649,450,1337,6,1738414300248,1
88650,450,1333,6,1738414300248,1
88651,450,1342,6,1738414300248,1
88652,450,1388,6,1738414300248,1
88653,450,1350,6,1738414300248,1
88654,450,1366,6,1738414300248,1
88655,450,1367,6,1738414300248,1
88656,450,1344,6,1738414300248,1
88657,450,1377,6,1738414300248,1
88658,451,1357,6,1738414300248,1
88659,451,1353,6,1738414300248,1
88660,451,1351,6,1738414300248,1
88661,451,1335,6,1738414300248,1
88662,451,1339,6,1738414300248,1
88663,451,1333,6,1738414300248,1
88664,451,1355,6,1738414300248,1
88665,451,1342,6,1738414300248,1
88666,451,1386,6,1738414300248,1
88667,452,1389,6,1738414300248,1
88668,452,1347,6,1738414300248,1
88669,452,1390,6,1738414300248,1
88670,452,1351,6,1738414300248,1
88671,452,1337,6,1738414300248,1
88672,452,1339,6,1738414300248,1
88673,452,1335,6,1738414300248,1
88674,452,1356,6,1738414300248,1
88675,453,1333,6,1738414300248,1
88676,453,1335,6,1738414300248,1
88677,453,1337,6,1738414300248,1
88678,453,1339,6,1738414300248,1
88679,453,1366,6,1738414300248,1
88680,453,1344,6,1738414300248,1
88681,453,1345,6,1738414300248,1
88682,454,1333,6,1738414300248,1
88683,454,1378,6,1738414300248,1
88684,454,1351,6,1738414300248,1
88685,454,1339,6,1738414300248,1
88686,454,1358,6,1738414300248,1
88687,454,1357,6,1738414300248,1
88688,454,1391,6,1738414300248,1
88689,454,1392,6,1738414300248,1
88690,454,1359,6,1738414300248,1
88691,454,1373,6,1738414300248,1
88692,454,1393,6,1738414300248,1
88693,455,1360,6,1738414300248,1
88694,455,1335,6,1738414300248,1
88695,455,1337,6,1738414300248,1
88696,455,1394,6,1738414300248,1
88697,455,1357,6,1738414300248,1
88698,455,1375,6,1738414300248,1
88699,455,1367,6,1738414300248,1
88700,456,1347,6,1738414300248,1
88701,456,1335,6,1738414300248,1
88702,456,1337,6,1738414300248,1
88703,456,1339,6,1738414300248,1
88704,456,1357,6,1738414300248,1
88705,457,1360,6,1738414300248,1
88706,457,1335,6,1738414300248,1
88707,457,1337,6,1738414300248,1
88708,457,1369,6,1738414300248,1
88709,457,1366,6,1738414300248,1
88710,457,1367,6,1738414300248,1
88711,457,1388,6,1738414300248,1
88712,457,1395,6,1738414300248,1
88713,457,1342,6,1738414300248,1
88714,457,1396,6,1738414300248,1
88715,457,1359,6,1738414300248,1
