id,user_id,code_id,tag_id,item_id,game_id,difficulty,win,created
110,-1,6,1344,491,4,1,0,1742155453960
111,-1,6,1375,491,4,1,0,1742155453960
112,-1,6,1399,466,4,1,1,1742155453960
