id,old_code,new_code,old_tag,new_tag,description,created
758,4,5,913,1217,INITIAL COPY,1710968934321
759,4,5,914,1218,INITIAL COPY,1712517197573
760,4,5,915,1219,INITIAL COPY,1729346322611
762,4,5,916,1221,INITIAL COPY,1729346322611
763,4,5,917,1222,INITIAL COPY,1729346322611
764,4,5,918,1223,INITIAL COPY,1729346322611
765,4,5,919,1224,INITIAL COPY,1729346322611
766,4,5,920,1225,INITIAL COPY,1729346322611
767,4,5,921,1226,INITIAL COPY,1729346322611
768,4,5,922,1227,INITIAL COPY,1729346322611
771,4,5,923,1230,INITIAL COPY,1729346322611
773,4,5,924,1232,INITIAL COPY,1729346191635
776,4,5,925,1235,INITIAL COPY,1729346191635
777,4,5,926,1236,INITIAL COPY,1729346191635
779,4,5,927,1238,INITIAL COPY,1729346191635
780,4,5,928,1239,INITIAL COPY,1729346191635
782,4,5,929,1241,INITIAL COPY,1729346191635
786,4,5,932,1245,INITIAL COPY,1729346257153
787,4,5,933,1246,INITIAL COPY,1729346257153
788,4,5,934,1247,INITIAL COPY,1729346257153
789,4,5,935,1248,INITIAL COPY,1715683167492
790,4,5,936,1249,INITIAL COPY,1715683167492
791,4,5,937,1250,INITIAL COPY,1715682758927
793,4,5,939,1252,INITIAL COPY,1731447205303
794,4,5,940,1253,INITIAL COPY,1731447205303
795,4,5,941,1254,INITIAL COPY,1731701867860
796,4,5,942,1255,INITIAL COPY,1731447205303
797,4,5,943,1256,INITIAL COPY,1731447205303
798,4,5,944,1257,INITIAL COPY,1731447145352
799,4,5,945,1258,INITIAL COPY,1713093873124
625,4,5,946,1084,INITIAL COPY,1723054847105
800,4,5,947,1259,INITIAL COPY,1713095236272
801,4,5,948,1260,INITIAL COPY,1713095081101
802,4,5,949,1261,INITIAL COPY,1729346670258
803,4,5,950,1262,INITIAL COPY,1729346695331
807,4,5,951,1266,INITIAL COPY,1723054777441
808,4,5,952,1267,INITIAL COPY,1712518810056
809,4,5,953,1268,INITIAL COPY,1712518810056
702,4,5,954,1161,INITIAL COPY,1710237123880
811,4,5,957,1270,INITIAL COPY,1728907890697
812,4,5,958,1271,INITIAL COPY,1729329662434
813,4,5,959,1272,INITIAL COPY,1728907701376
814,4,5,960,1273,INITIAL COPY,1728907666234
815,4,5,961,1274,INITIAL COPY,1728907701376
816,4,5,962,1275,INITIAL COPY,1728907890697
817,4,5,963,1276,INITIAL COPY,1728907666234
819,4,5,965,1278,INITIAL COPY,1728907839813
820,4,5,966,1279,INITIAL COPY,1728907890697
822,4,5,968,1281,INITIAL COPY,1728907666234
823,4,5,969,1282,INITIAL COPY,1728907839813
824,4,5,971,1283,INITIAL COPY,1728907890697
826,4,5,972,1285,INITIAL COPY,1729329662434
827,4,5,973,1286,INITIAL COPY,1728907839813
828,4,5,974,1287,INITIAL COPY,1728907741834
829,4,5,976,1288,INITIAL COPY,1728907890697
830,4,5,977,1289,INITIAL COPY,1713160006939
831,4,5,978,1290,INITIAL COPY,1729598464513
834,4,5,979,1293,INITIAL COPY,1728907890697
835,4,5,980,1294,INITIAL COPY,1728907701376
836,4,5,982,1295,INITIAL COPY,1728907839813
837,4,5,983,1296,INITIAL COPY,1728907839813
839,4,5,984,1298,INITIAL COPY,1728907839813
840,4,5,986,1299,INITIAL COPY,1729329662434
841,4,5,987,1300,INITIAL COPY,1728907666234
842,4,5,988,1301,INITIAL COPY,1728907890697
843,4,5,989,1302,INITIAL COPY,1711125631692
844,4,5,990,1303,INITIAL COPY,1728907701376
845,4,5,991,1304,INITIAL COPY,1728907701376
846,4,5,992,1305,INITIAL COPY,1713086804598
847,4,5,993,1306,INITIAL COPY,1713081762411
848,4,5,994,1307,INITIAL COPY,1713082131114
849,4,5,995,1308,INITIAL COPY,1713082131114
850,4,5,996,1309,INITIAL COPY,1729926987595
851,4,5,997,1310,INITIAL COPY,1729926987595
852,4,5,998,1311,INITIAL COPY,1729926987595
853,4,5,999,1312,INITIAL COPY,1731447727936
854,4,5,1000,1313,INITIAL COPY,1729926987595
855,4,5,1001,1314,INITIAL COPY,1729674317217
856,4,5,1002,1315,INITIAL COPY,1729688050560
858,4,5,1003,1317,INITIAL COPY,1731410672552
859,4,5,1004,1318,INITIAL COPY,1731410672552
860,4,5,1005,1319,INITIAL COPY,1731410672552
861,4,5,1006,1320,INITIAL COPY,1729337720729
862,4,5,1007,1321,INITIAL COPY,1729711116920
863,4,5,1008,1322,INITIAL COPY,1729711116920
864,4,5,1009,1323,INITIAL COPY,1713108313741
866,4,5,1010,1325,INITIAL COPY,1731701783762
867,4,5,1011,1326,INITIAL COPY,1731701783762
868,4,5,1012,1327,INITIAL COPY,1731701783762
869,4,5,1013,1328,INITIAL COPY,1731701981082
871,4,5,1014,1330,INITIAL COPY,1731701981082
785,4,5,1015,1244,INITIAL COPY,1733239930461
783,4,5,1016,1242,INITIAL COPY,1733239984413
784,4,5,1017,1243,INITIAL COPY,1733239984413
775,4,5,1018,1234,INITIAL COPY,1733240069572
774,4,5,1019,1233,INITIAL COPY,1733240069572
772,4,5,1020,1231,INITIAL COPY,1733240069572
778,4,5,1021,1237,INITIAL COPY,1733240094286
781,4,5,1022,1240,INITIAL COPY,1733240094286
870,4,5,1023,1329,INITIAL COPY,1733240121709
865,4,5,1024,1324,INITIAL COPY,1733240121709
770,4,5,1025,1229,INITIAL COPY,1733255996439
769,4,5,1026,1228,INITIAL COPY,1733256575326
761,4,5,1027,1220,INITIAL COPY,1733257606389
818,4,5,1028,1277,INITIAL COPY,1733257823582
821,4,5,1029,1280,INITIAL COPY,1733257852268
833,4,5,1030,1292,INITIAL COPY,1733257887108
825,4,5,1031,1284,INITIAL COPY,1733257946324
838,4,5,1032,1297,INITIAL COPY,1733258465792
832,4,5,1033,1291,INITIAL COPY,1733258480483
43,1,2,1,140,INITIAL COPY,1709565043425
41,1,2,2,138,INITIAL COPY,1709910683079
33,1,2,3,130,INITIAL COPY,1709910826759
53,1,2,4,289,INITIAL COPY,1709910864309
54,1,2,6,289,INITIAL COPY,1709911092384
9,1,2,7,106,INITIAL COPY,1710169287840
36,1,2,8,133,INITIAL COPY,1710169537955
23,1,2,9,120,INITIAL COPY,1710169537955
13,1,2,10,110,INITIAL COPY,1710169624238
46,1,2,11,143,INITIAL COPY,1710171588976
22,1,2,12,119,INITIAL COPY,1710171886240
20,1,2,13,117,INITIAL COPY,1710235996661
14,1,2,14,111,INITIAL COPY,1710236316125
29,1,2,15,126,INITIAL COPY,1710236484643
4,1,2,16,101,INITIAL COPY,1710236656030
21,1,2,17,118,INITIAL COPY,1710236914216
6,1,2,18,103,INITIAL COPY,1710236969585
45,1,2,19,142,INITIAL COPY,1710237123880
51,1,2,20,161,INITIAL COPY,1710237400224
57,1,2,21,358,INITIAL COPY,1710764273173
25,1,2,22,122,INITIAL COPY,1710952384138
58,1,2,23,359,INITIAL COPY,1710956245429
27,1,2,24,124,INITIAL COPY,1710956484400
8,1,2,25,105,INITIAL COPY,1710962863491
48,1,2,26,145,INITIAL COPY,1710962926778
28,1,2,27,125,INITIAL COPY,1710963283363
26,1,2,28,123,INITIAL COPY,1710963979272
19,1,2,29,116,INITIAL COPY,1710966824438
5,1,2,30,102,INITIAL COPY,1710967250015
16,1,2,31,113,INITIAL COPY,1710968335023
10,1,2,32,107,INITIAL COPY,1710968934321
37,1,2,33,134,INITIAL COPY,1710968934321
12,1,2,34,109,INITIAL COPY,1710969196761
7,1,2,35,104,INITIAL COPY,1711012276403
15,1,2,36,112,INITIAL COPY,1711014568101
34,1,2,37,131,INITIAL COPY,1711016341931
17,1,2,38,114,INITIAL COPY,1711017155800
32,1,2,40,129,INITIAL COPY,1711111373766
18,1,2,41,115,INITIAL COPY,1711111373766
56,1,2,42,352,INITIAL COPY,1711111565965
30,1,2,43,127,INITIAL COPY,1711111904102
47,1,2,44,144,INITIAL COPY,1711125631692
35,1,2,45,132,INITIAL COPY,1711126159762
1,1,2,46,98,INITIAL COPY,1711126791686
3,1,2,93,100,INITIAL COPY,1711805797474
40,1,2,94,137,INITIAL COPY,1711813043652
527,1,2,228,177,ADDED,1736267978948
529,1,2,229,175,ADDED,1736268012736
528,1,2,230,178,ADDED,1736267990262
572,1,2,231,217,ADDED,1736268832598
530,1,2,232,176,ADDED,1736268104624
532,1,2,233,203,ADDED,1736268131460
573,1,2,234,183,ADDED,1736268876762
531,1,2,235,204,ADDED,1736268125239
539,1,2,237,168,ADDED,1736268299255
533,1,2,239,190,ADDED,1736268162522
534,1,2,240,188,ADDED,1736268167918
536,1,2,241,195,ADDED,1736268221074
535,1,2,241,201,ADDED,1736268211317
537,1,2,242,185,ADDED,1736268244896
571,1,2,243,216,ADDED,1736268828277
538,1,2,244,169,ADDED,1736268291666
540,1,2,246,167,ADDED,1736268340373
574,1,2,249,359,ADDED,1736268967726
541,1,2,250,205,ADDED,1736268385888
542,1,2,252,222,ADDED,1736268391608
543,1,2,253,319,ADDED,1736268410009
544,1,2,254,202,ADDED,1736268432572
545,1,2,256,213,ADDED,1736268463729
546,1,2,257,212,ADDED,1736268469143
547,1,2,259,187,ADDED,1736268481634
548,1,2,260,210,ADDED,1736268489376
549,1,2,261,208,ADDED,1736268495463
550,1,2,262,209,ADDED,1736268499658
551,1,2,263,207,ADDED,1736268515256
552,1,2,264,206,ADDED,1736268520185
553,1,2,266,171,ADDED,1736268531748
554,1,2,269,186,ADDED,1736268552212
555,1,2,271,189,ADDED,1736268561954
556,1,2,272,223,ADDED,1736268568998
557,1,2,273,166,ADDED,1736268589820
558,1,2,274,165,ADDED,1736268594795
559,1,2,275,164,ADDED,1736268601621
560,1,2,276,170,ADDED,1736268606858
561,1,2,277,215,ADDED,1736268614220
562,1,2,278,182,ADDED,1736268629259
563,1,2,279,172,ADDED,1736268634408
564,1,2,280,194,ADDED,1736268646456
565,1,2,281,346,ADDED,1736268690936
566,1,2,282,219,ADDED,1736268753749
567,1,2,283,220,ADDED,1736268756774
568,1,2,285,192,ADDED,1736268798391
569,1,2,286,214,ADDED,1736268805118
570,1,2,287,211,ADDED,1736268813934
55,1,2,288,191,,1713172720429
