id,dataset_id,name,description,url,teaser,year,steam_id
89,1,Life is Strange,,https://store.steampowered.com/app/319630/Life_is_Strange__Episode_1/,6de70b06-c665-44d7-89db-0b51bad87959.jpg,2015,319630
90,1,Hand of Fate,,https://store.steampowered.com/app/266510/Hand_of_Fate/,6ecf24bb-331b-4d4f-b284-aec435163274.jpg,2015,266510
91,1,FTL: Faster than Light,,https://store.steampowered.com/app/212680/FTL_Faster_Than_Light/,ef90fcd6-497e-44d4-9d87-acb991178bbb.jpg,2012,212680
92,1,Mafia II (Classic),,https://store.steampowered.com/app/50130/Mafia_II_Classic/,e0bbb3a7-78c4-4e0f-9678-d5ea3c0dff65.jpg,2011,50130
93,1,Portal 2,,https://store.steampowered.com/app/620/Portal_2/,7b33ec38-af6f-41ed-a39b-7b624c3dee98.jpg,2011,620
94,1,The Walking Dead,,https://store.steampowered.com/app/207610/The_Walking_Dead/,a18c7020-f171-4670-a7f4-75d8a23adeca.jpg,2012,207610
95,1,Gone Home,,https://store.steampowered.com/app/232430/Gone_Home/,c84dc609-659a-4a35-a75f-126e58ba1310.jpg,2013,232430
96,1,Left 4 Dead 2,,https://store.steampowered.com/app/550/Left_4_Dead_2/,dfb0e176-1a2d-4674-b490-13ec9da823fc.jpg,2009,550
97,1,Geometry Wars™ 3: Dimensions Evolved,,https://store.steampowered.com/app/310790/Geometry_Wars_3_Dimensions_Evolved/,fb2d673f-387a-4123-a82e-5ee591f63c14.jpg,2014,310790
98,1,Deponia,,https://store.steampowered.com/app/214340/Deponia/,a2e90583-910e-4ef8-aaa5-51d6a6a10281.jpg,2012,214340
99,1,Call of Juarez: Bound in Blood,,https://store.steampowered.com/app/21980/Call_of_Juarez_Bound_in_Blood/,fd96d0d2-fcdc-4e77-af64-ba2ef1a8cba8.jpg,2009,21980
100,1,Call of Juarez,,https://store.steampowered.com/app/3020/Call_of_Juarez/,bd173812-94f6-479f-a17f-faf95bf810be.jpg,2007,3020
101,1,Fahrenheit: Indigo Prophecy,,https://store.steampowered.com/app/312840/Fahrenheit_Indigo_Prophecy_Remastered/,d0e1dc9a-756f-4374-aee0-86d8c8a33edb.jpg,2015,312840
102,1,Metro 2033,,https://store.steampowered.com/app/43110/Metro_2033/,6800fcfa-1494-42e7-bb71-288c585400a6.jpg,2014,43110
103,1,Stacking,,https://store.steampowered.com/app/115110/Stacking/,7efac18a-26f6-4652-8c77-519701318c2d.jpg,2012,115110
104,1,STAR WARS™ Jedi Knight - Jedi Academy™,,https://store.steampowered.com/app/6020/STAR_WARS_Jedi_Knight__Jedi_Academy/,3bca43f6-1fe3-47db-aabb-97c6ffac484d.jpg,2003,6020
105,1,The Swapper,,https://store.steampowered.com/app/231160/The_Swapper/,d07a7965-dd16-492a-a51c-b919781655ad.jpg,2013,231160
106,1,SUPERHOT,,https://store.steampowered.com/app/322500/SUPERHOT/,7607fb2d-28c8-463b-b0f3-51ef7c1cf078.jpg,2016,322500
107,1,STAR WARS™ Episode I Racer,,https://store.steampowered.com/app/808910/STAR_WARS_Episode_I_Racer/,aff7fed9-7512-4bae-b511-e61bc85b7694.jpg,1999,808910
108,1,Bastion,,https://store.steampowered.com/app/107100/Bastion/,00c6c41d-84a1-4d1c-a028-91bb5cced50e.jpg,2011,107100
109,1,Never Alone (Kisima Ingitchuna),,https://store.steampowered.com/app/295790/Never_Alone_Kisima_Ingitchuna/,52a3c268-0fc2-406d-ada3-fbcf3c58953a.jpg,2014,295790
110,1,Limbo,,https://store.steampowered.com/app/48000/LIMBO/,83c9d93e-ac5c-4bcf-9b3c-b27f82d949e1.jpg,2011,48000
111,1,Portal,,https://store.steampowered.com/app/400/Portal/,49446252-f4d4-4fde-a859-a8e741dbb358.jpg,2007,400
112,1,Half-Life,,https://store.steampowered.com/app/70/HalfLife/,cfb835c5-9d93-47d1-b381-2f1f740c10a9.jpg,1998,70
113,1,Dear Esther: Landmark Edition,,https://store.steampowered.com/app/520720/Dear_Esther_Landmark_Edition/,5d93785e-8a21-46ac-bb44-d2b84cc8d28d.jpg,2017,520720
114,1,Rise of the Tomb Raider™,,https://store.steampowered.com/app/391220/Rise_of_the_Tomb_Raider/,dc3a0477-2c3d-4ace-85e4-50f215e912ee.jpg,2016,391220
115,1,Vectronom,,https://store.steampowered.com/app/925460/Vectronom/,fc566d55-5027-4a60-901e-3e2cd1d74282.jpg,2019,925460
116,1,Enderal: Forgotten Stories,,https://store.steampowered.com/app/933480/Enderal_Forgotten_Stories/,643255d3-bea6-4d08-bd84-baa50a8f153b.jpg,2019,933480
117,1,Stardew Valley,,https://store.steampowered.com/app/413150/Stardew_Valley/,5d23cce1-d304-4cf5-8f3e-533559727268.jpg,2016,413150
118,1,The Stanley Parable,,https://store.steampowered.com/app/221910/The_Stanley_Parable/,d305cc9f-bb8a-4c92-91bc-dde613f77c5c.jpg,2013,221910
119,1,Bridge Constructor Portal,,https://store.steampowered.com/app/684410/Bridge_Constructor_Portal/,06b354c9-6e62-4ef1-b821-9e1aa2fc7d5d.jpg,2017,684410
120,1,Magicka,,https://store.steampowered.com/app/42910/Magicka/,4c252440-aeff-47fe-98a2-a23e9598c21c.jpg,2011,42910
121,1,FEZ,,https://store.steampowered.com/app/224760/FEZ/,e7151545-1504-4c1a-a35c-664796946c91.jpg,2013,224760
122,1,Divinity: Original Sin - Enhanced Edition,,https://store.steampowered.com/app/373420/Divinity_Original_Sin__Enhanced_Edition/,0293149a-f953-4b53-9fb8-fd6e25a060c4.jpg,2015,373420
123,1,Super Meat Boy,,https://store.steampowered.com/app/40800/Super_Meat_Boy/,7542f617-434f-4ac3-adb3-f8a57714005b.jpg,2010,40800
124,1,Hitman: Absolution™,,https://store.steampowered.com/app/203140/Hitman_Absolution/,456afad1-ffaa-481c-ba7c-0980ec79e9f9.jpg,2012,203140
125,1,Metro: Last Light Redux,,https://store.steampowered.com/app/287390/Metro_Last_Light_Redux/,54dde074-cc22-4847-9b30-36c0b7a6888a.jpg,2014,287390
126,1,FORCED: Slightly Better Edition,,https://store.steampowered.com/app/249990/FORCED_Slightly_Better_Edition/,af798dea-132b-434b-9715-c18b375a4906.jpg,2013,249990
127,1,Darksiders™,,https://store.steampowered.com/app/50620/Darksiders/,5d176d51-1780-4802-abe2-a024927e10e3.jpg,2010,50620
128,1,The First Tree,,https://store.steampowered.com/app/555150/The_First_Tree/,a3d032ea-9689-4140-8ae7-e0ae57cacb4e.jpg,2017,555150
129,1,Crysis,,https://store.steampowered.com/app/17300/Crysis/,56a3c716-db88-4cef-bdf9-c6bee2fc1471.jpg,2007,17300
130,1,The Beginner's Guide,,https://store.steampowered.com/app/303210/The_Beginners_Guide/,f44573ec-71d6-41be-a52d-ec9aa6224a89.jpg,2015,303210
131,1,BioShock™,,https://store.steampowered.com/app/7670/BioShock/,51d4162d-502b-4093-a466-f49aa3913353.jpg,2007,7670
132,1,Batman: Arkham Asylum,,https://store.steampowered.com/app/35140/Batman_Arkham_Asylum_Game_of_the_Year_Edition/,2bd80c32-7b53-40de-8941-2719b8bee6f4.jpg,2010,35140
133,1,Half-Life 2,,https://store.steampowered.com/app/220/HalfLife_2/,2b90f86b-c7b0-4e03-8555-9a9092125873.jpg,2004,220
134,1,Dead Space,,https://store.steampowered.com/app/17470/Dead_Space_2008/,d1d8046e-134a-4e95-8d1f-a9277092818e.jpg,2008,17470
135,1,Assassin's Creed™,,https://store.steampowered.com/app/15100/Assassins_Creed_Directors_Cut_Edition/,c6284b34-94af-4da7-a819-f2e9e1a324f4.jpg,2008,15100
136,1,Gothic II: Gold Edition,,https://store.steampowered.com/app/39510/Gothic_II_Gold_Edition/,46a7fc52-cb54-4be8-841e-01057950b728.jpg,2005,39510
137,1,BioShock Infinite,,https://store.steampowered.com/app/8870/BioShock_Infinite/,464849c2-14ea-44dd-bbba-f16d9ce9deaa.jpg,2013,8870
138,1,Brothers - A Tale of Two Sons,,https://store.steampowered.com/app/225080/Brothers__A_Tale_of_Two_Sons/,a831184b-9b3e-4b75-8285-857b6d7ec6eb.jpg,2013,225080
139,1,DARK SOULS™: Prepare To Die™ Edition,,https://store.steampowered.com/app/211420/DARK_SOULS_Prepare_To_Die_Edition/,1091aebf-6b31-4d80-9c6f-a7c510cd2d7c.jpg,2012,211420
140,1,Deus Ex: Mankind Divided,,https://store.steampowered.com/app/337000/Deus_Ex_Mankind_Divided/,b7d72b1c-edc5-44b5-a80d-c63744c3c8a7.jpg,2016,337000
141,1,DOOM,,https://store.steampowered.com/app/379720/DOOM/,96df5b56-3137-45a0-bf23-91825c906900.jpg,2016,379720
142,1,Freespace 2,,https://store.steampowered.com/app/273620/Freespace_2/,79dbc185-e020-4390-a26c-01aaa7de430a.jpg,1999,273620
143,1,Grand Theft Auto: San Andreas,,https://store.steampowered.com/app/12120/Grand_Theft_Auto_San_Andreas/,de3bd28f-a811-4e57-b49e-8d77cb81015e.jpg,2005,12120
144,1,Last Day of June,,https://store.steampowered.com/app/635320/Last_Day_of_June/re.steampowered.com/,3b0c7011-8c73-4d75-87de-4df2c7202cb7.jpg,2017,635320
145,1,Silence,,https://store.steampowered.com/app/314790/Silence/,54526630-9270-423c-be14-526a5cced913.jpg,2016,314790
146,1,Resident Evil 5,,https://store.steampowered.com/app/21690/Resident_Evil_5/,3e0cbf8f-b33b-4f55-919a-817b4f80ed6b.jpg,2009,21690
147,1,The Elder Scrolls IV: Oblivion,,https://store.steampowered.com/app/22330/The_Elder_Scrolls_IV_Oblivion_Game_of_the_Year_Edition/,c6d68512-a860-4684-82c7-0fbc87b5096f.jpg,2007,22330
148,1,The Talos Principle,,https://store.steampowered.com/app/257510/The_Talos_Principle/,6e4b02a2-c469-40ca-9570-bf72e8802404.jpg,2014,257510
149,1,The Vanishing of Ethan Carter,,https://store.steampowered.com/app/258520/The_Vanishing_of_Ethan_Carter/,b1d895b5-e194-4ff6-8ade-9793dfff84af.jpg,2014,258520
150,1,The Witcher® 3: Wild Hunt,,https://store.steampowered.com/app/292030/The_Witcher_3_Wild_Hunt/,799de2b2-3e5a-4735-b1d9-7b07607332d1.jpg,2015,292030
151,1,Thirty Flights of Loving,,https://store.steampowered.com/app/214700/Thirty_Flights_of_Loving/,56d23789-f65b-4bc6-81bf-870e48be5a96.jpg,2012,214700
152,1,Gris,,https://store.steampowered.com/app/683320/GRIS/,d5c701ee-a22b-496f-9fba-047235cfa5cb.jpg,2018,683320
153,1,Keep Talking and Nobody Explodes,,https://store.steampowered.com/app/341800/Keep_Talking_and_Nobody_Explodes/,fef1ff46-ed9b-4c73-9c3b-3d1799c2cc13.jpg,2015,341800
154,1,Superliminal,,https://store.steampowered.com/app/1049410/Superliminal/,06eb90cd-773b-4cb8-bd32-61ec74115386.jpg,2020,1049410
155,1,God of War,,https://store.steampowered.com/app/1593500/God_of_War/,9c13100c-ee28-487c-8425-6ed7c6e42e3e.jpg,2018,1593500
156,1,Spiritfarer®: Farewell Edition,,https://store.steampowered.com/app/972660/Spiritfarer_Farewell_Edition/,85d03542-b811-424d-a920-e29b7192ff99.jpg,2020,972660
157,1,Anno 1404: History Edition,,https://store.steampowered.com/app/1281630/Anno_1404__History_Edition/d=44446041,3c3a1526-d916-4402-9c75-8793e7e74912.jpg,2020,1281630
158,1,Frostpunk,,https://store.steampowered.com/app/323190/Frostpunk/,5dc17548-1707-4e96-96db-0643fe9ac29b.jpg,2018,323190
159,1,Oxenfree,,https://store.steampowered.com/app/388880/Oxenfree/,270734ec-284a-487f-a40b-22d8df75c7c2.jpg,2016,388880
160,1,Fallout 3,,https://store.steampowered.com/app/22300/Fallout_3/,13432111-992b-44fb-99dc-55298aa61812.jpg,2008,22300
161,1,Fallout: A Post Nuclear Role Playing Game,,https://store.steampowered.com/app/38400/Fallout_A_Post_Nuclear_Role_Playing_Game/,10d2edff-5d12-40a5-83b5-19202151cc5b.jpg,1997,38400
162,1,Metal: Hellsinger,,https://store.steampowered.com/app/1061910/Metal_Hellsinger/,a1aaf803-01e4-4a77-9394-02de6964d21f.jpg,2022,1061910
