id,meta_id,cat_id
1319,58,42
1320,58,38
1321,57,64
1322,57,11
1325,60,40
1326,60,65
1327,60,47
1330,60,49
1332,62,64
1333,62,29
1335,63,59
1336,63,61
1338,65,59
1340,65,61
1341,66,65
1342,66,38
1345,67,50
1346,68,64
1347,68,14
1348,68,45
1349,68,47
1350,71,29
1351,71,64
1352,73,64
1356,78,38
1357,78,64
1358,78,42
1360,79,64
1361,84,64
1362,84,38
1363,80,38
1364,80,47
1365,80,64
1366,83,38
1367,83,64
1368,81,38
1369,81,64
1370,82,64
1371,85,64
1372,85,38
1373,86,38
1374,86,64
1376,19,66
1378,6,60
1379,52,60
1380,7,60
1381,8,60
1383,13,60
1384,15,60
1385,20,60
1386,55,60
1388,24,60
1389,23,60
1390,25,60
1391,27,60
1394,30,25
1397,31,60
1399,35,60
1401,57,60
1404,87,29
1405,87,25
1406,87,6
1407,87,64
1408,87,58
1410,87,9
1411,87,41
1412,87,20
1413,88,29
1414,88,20
1415,88,6
1416,88,25
1417,88,64
1418,88,58
1419,88,54
1420,88,9
1421,88,41
1422,89,29
1423,89,20
1424,89,6
1425,89,25
1426,89,58
1428,89,64
1429,89,9
1430,89,41
1431,88,32
1432,87,32
1433,89,32
1434,29,11
1436,90,28
1438,90,24
1440,90,58
1442,90,61
1443,90,15
1444,90,22
1445,91,28
1446,91,22
1447,91,6
1448,91,60
1451,91,56
1452,91,49
1455,92,29
1456,92,21
1457,92,6
1458,92,25
1460,92,54
1461,92,58
1462,92,9
1463,92,41
1464,1,61
1465,9,61
1466,14,9
1468,91,47
1469,13,47
1470,27,28
1471,13,28
1477,6,38
1478,71,41
1479,60,6
1480,41,64
1483,15,48
1484,93,28
1485,93,32
1486,93,29
1487,93,44
1488,93,15
1489,93,61
1490,93,47
1491,93,58
1493,93,64
1494,93,24
1495,93,6
1498,94,22
1499,94,6
1501,94,58
1503,94,54
1504,94,9
1505,94,61
1508,95,20
1509,95,6
1510,95,24
1511,95,66
1512,95,57
1514,95,49
1515,95,15
1520,9,48
1521,1,48
1523,14,48
1524,38,67
1525,45,67
1527,63,67
1528,94,67
1531,96,6
1532,96,25
1533,96,64
1535,96,57
1536,96,9
1537,96,41
1538,97,32
1539,97,20
1540,97,7
1541,97,25
1544,97,56
1545,97,49
1546,97,67
1548,98,38
1549,98,22
1550,98,6
1555,98,9
1556,98,41
1559,99,25
1560,99,6
1561,99,57
1562,99,64
1564,99,47
1567,37,10
1568,39,9
1569,39,64
1574,49,64
1576,50,64
1579,96,32
1580,96,38
1583,100,7
1584,100,25
1585,100,64
1587,100,58
1588,100,50
1589,100,14
1590,97,38
1592,101,38
1593,101,32
1594,101,6
1595,101,25
1596,101,64
1598,101,56
1599,101,9
1600,101,41
1601,101,20
1602,102,32
1603,102,38
1605,102,6
1606,102,25
1607,102,64
1608,102,54
1609,102,56
1610,102,9
1611,102,41
1612,103,29
1613,103,22
1614,103,6
1615,103,25
1616,103,64
1617,103,54
1619,103,44
1620,103,58
1621,104,32
1622,104,38
1624,104,6
1625,104,25
1626,104,64
1628,104,56
1629,104,9
1630,104,41
1631,105,29
1632,105,32
1634,105,6
1635,105,25
1636,105,64
1637,105,54
1638,105,57
1639,105,9
1640,105,41
1641,106,38
1642,106,20
1643,106,6
1644,106,25
1645,106,64
1646,106,54
1647,106,56
1648,106,9
1649,106,41
1650,107,38
1651,107,32
1652,107,20
1653,107,6
1654,107,25
1655,107,64
1657,107,58
1658,107,9
1659,107,41
1660,108,32
1661,108,38
1662,108,20
1663,108,6
1664,108,25
1665,108,64
1667,108,58
1668,108,9
1669,108,41
1670,109,29
1671,109,32
1672,109,22
1673,109,6
1674,109,25
1675,109,64
1678,109,9
1679,109,41
1680,110,32
1681,110,38
1683,110,6
1684,110,25
1685,110,64
1687,110,56
1688,110,9
1689,110,41
1690,111,32
1691,111,38
1692,111,21
1693,111,6
1694,111,25
1695,111,64
1697,111,56
1698,111,9
1699,111,41
1700,112,32
1701,112,38
1703,112,6
1704,112,25
1705,112,64
1707,112,58
1708,112,9
1709,112,41
1722,114,32
1723,114,38
1725,114,6
1726,114,25
1727,114,64
1728,114,54
1729,114,56
1730,114,9
1731,114,41
1742,116,38
1743,116,32
1744,116,22
1745,116,6
1746,116,25
1747,116,64
1748,116,54
1749,116,56
1750,116,9
1751,116,41
1761,118,29
1762,118,32
1764,118,6
1765,118,25
1766,118,64
1767,118,54
1768,118,56
1769,118,9
1770,118,41
1771,119,32
1772,119,38
1773,119,21
1774,119,6
1775,119,25
1776,119,64
1778,119,58
1779,119,9
1780,119,41
1790,2,22
1791,2,61
1792,7,67
1794,8,38
1796,9,58
1797,10,25
1799,10,65
1800,10,61
1801,2,65
1802,11,58
1804,15,41
1805,15,38
1806,20,38
1807,20,9
1808,6,9
1809,21,38
1810,21,7
1812,23,41
1813,24,37
1815,27,7
1816,28,61
1817,56,38
1818,30,32
1820,50,58
1821,50,50
1822,51,60
1823,72,38
1825,72,56
1826,75,41
1827,34,47
1831,36,32
1832,36,7
1834,38,32
1835,38,60
1836,39,32
1837,38,22
1838,76,38
1839,76,42
1841,41,21
1843,47,60
1845,47,67
1846,47,9
1849,58,25
1850,58,41
1852,57,38
1853,57,32
1854,110,21
1857,60,32
1858,60,25
1860,63,9
1861,63,60
1862,65,60
1863,65,9
1864,65,67
1865,66,67
1866,67,60
1867,67,58
1868,68,32
1870,73,41
1871,74,41
1873,76,57
1874,78,57
1878,79,32
1879,62,20
1881,36,22
1882,93,22
1883,53,29
1885,58,58
1886,79,22
1887,80,42
1888,81,42
1889,85,57
1890,85,42
1893,94,59
1894,94,60
1895,95,32
1896,96,20
1897,99,32
1898,99,38
1899,99,20
1900,99,9
1901,99,41
1902,99,42
1904,98,58
1905,121,38
1906,121,21
1907,121,6
1908,121,25
1911,121,58
1912,121,9
1913,121,41
1915,100,22
1916,102,21
1917,103,32
1919,104,21
1920,105,21
1921,109,58
1922,112,20
1925,114,21
1926,118,21
1927,122,32
1928,122,29
1929,122,21
1930,122,6
1931,122,25
1932,122,64
1933,122,53
1934,122,56
1935,122,57
1936,122,58
1937,122,9
1938,122,67
1939,123,32
1940,123,38
1941,123,21
1942,123,7
1943,123,25
1944,123,64
1946,123,58
1947,123,47
1948,123,41
1949,123,42
1950,31,26
1951,31,14
1952,34,48
1953,69,30
1954,69,38
1956,35,67
1957,35,41
1958,35,29
1959,35,47
1960,35,9
1961,35,14
1962,124,32
1963,124,38
1964,124,20
1965,124,6
1966,124,25
1967,124,64
1969,124,56
1970,124,9
1971,124,47
1972,124,41
1973,125,29
1974,125,32
1975,125,25
1976,125,64
1977,125,54
1978,125,56
1979,125,57
1980,125,58
1982,125,20
1983,125,9
1984,125,67
1985,52,69
1986,19,69
1987,50,68
1988,55,69
1989,67,68
1990,73,38
1991,73,32
1992,74,68
1993,95,69
1994,75,68
1996,100,37
1997,22,70
1998,36,70
1999,62,70
2000,79,70
2001,103,70
2002,126,69
2003,126,22
2004,126,7
2005,126,60
2006,126,65
2007,126,53
2008,126,57
2009,126,9
2010,126,41
2011,127,32
2012,127,38
2013,127,22
2014,127,6
2015,127,25
2016,127,64
2018,127,58
2019,127,9
2020,127,47
2021,127,41
2022,128,32
2023,128,20
2024,128,25
2025,128,64
2027,128,54
2028,128,58
2029,128,9
2030,128,41
2032,129,20
2033,129,5
2034,129,56
2035,129,24
2040,1,9
2041,24,67
2042,24,14
2043,130,28
2044,130,21
2045,130,7
2046,130,25
2049,130,58
2050,130,47
2053,131,32
2054,131,29
2055,131,21
2056,131,7
2057,131,25
2058,131,64
2060,131,57
2061,131,70
2062,131,44
2063,132,32
2064,132,29
2065,132,21
2066,132,7
2067,132,25
2068,132,64
2070,132,56
2071,132,70
2072,132,44
2073,133,32
2074,133,38
2075,133,20
2076,133,6
2077,133,25
2078,133,64
2080,133,58
2081,133,9
2082,133,41
2083,134,6
2084,134,21
2085,134,25
2086,134,64
2088,134,58
2089,134,9
2090,134,41
2091,134,29
2092,135,32
2093,135,21
2094,135,7
2095,135,25
2096,135,64
2097,135,54
2098,135,58
2099,135,70
2100,135,67
2101,136,32
2102,136,21
2103,136,7
2104,136,25
2105,136,64
2106,136,54
2107,136,58
2108,136,70
2109,136,44
2120,138,32
2121,138,22
2122,138,25
2123,138,7
2124,138,58
2126,138,64
2127,138,9
2128,138,47
2130,138,41
2131,139,32
2132,139,30
2133,139,31
2134,139,21
2135,139,7
2136,139,25
2137,139,64
2139,139,58
2140,139,70
2141,139,44
2142,140,32
2143,140,30
2144,140,31
2145,140,21
2146,140,7
2147,140,25
2148,140,64
2150,140,57
2151,140,70
2152,140,44
2153,5,66
2154,7,66
2155,8,65
2156,9,66
2157,1,66
2158,54,66
2160,15,65
2161,23,65
2162,24,66
2164,27,66
2165,25,65
2166,30,64
2167,31,64
2168,51,64
2169,35,66
2170,38,65
2171,47,66
2173,63,66
2174,65,66
2175,67,66
2176,90,66
2177,91,66
2178,94,66
2180,97,64
2182,121,66
2183,129,68
2184,129,45
2185,130,66
2186,13,66
2187,5,53
2189,6,71
2190,52,71
2191,53,71
2192,7,53
2193,93,71
2194,9,53
2195,54,53
2196,10,54
2197,11,53
2198,13,71
2199,14,53
2200,15,71
2201,19,53
2202,20,53
2203,55,71
2204,21,71
2205,22,54
2206,23,6
2207,24,53
2208,25,71
2209,27,53
2210,56,71
2211,29,53
2212,30,54
2213,50,71
2214,31,54
2215,51,54
2216,34,53
2217,69,54
2218,35,53
2219,36,54
2220,37,53
2221,141,30
2222,141,32
2223,141,22
2224,141,6
2225,141,25
2226,141,54
2227,141,58
2228,141,64
2229,141,9
2230,141,40
2231,41,54
2232,45,53
2233,47,54
2234,48,54
2235,49,71
2236,58,71
2237,119,54
2238,57,71
2239,110,71
2240,62,54
2241,66,54
2243,68,71
2244,71,54
2245,131,54
2246,73,54
2247,74,54
2248,78,71
2249,79,54
2250,84,71
2251,80,71
2252,83,71
2253,81,71
2254,82,71
2255,85,71
2256,86,71
2257,87,71
2259,89,71
2260,90,53
2262,91,53
2263,92,65
2264,95,53
2265,96,71
2266,99,71
2269,98,54
2270,100,71
2271,101,71
2272,104,71
2273,107,71
2274,108,71
2275,109,71
2276,111,71
2277,112,71
2278,121,54
2279,123,71
2280,124,71
2281,127,71
2282,129,54
2283,130,71
2284,132,54
2285,133,71
2286,134,71
2287,138,71
2289,139,54
2290,140,54
2292,1,53
2293,39,71
2294,142,32
2295,142,21
2296,142,54
2297,142,6
2298,142,25
2299,142,64
2300,142,58
2301,142,47
2302,142,9
2303,142,67
2304,143,32
2305,143,21
2306,143,6
2307,143,25
2308,143,64
2309,143,54
2310,143,56
2311,143,9
2312,143,41
2313,129,9
2314,129,49
2315,130,49
2316,130,32
2317,130,39
2318,53,70
2319,69,50
2320,68,50
2321,49,48
2322,141,48
2324,38,50
2325,8,50
2326,23,32
2327,144,32
2328,144,20
2329,144,6
2330,144,54
2331,144,64
2332,144,9
2333,144,41
2334,144,25
2335,144,29
2336,144,58
2338,97,47
2340,68,41
2341,97,54
2342,6,72
2343,52,72
2344,8,72
2346,15,72
2347,1,72
2348,5,72
2349,9,72
2350,9,9
2351,54,72
2352,11,72
2353,13,72
2354,14,72
2355,19,72
2356,20,72
2357,55,72
2358,23,72
2359,27,72
2360,34,14
2361,34,45
2362,90,72
2364,91,72
2365,95,72
2366,129,65
2367,130,72
2368,145,68
2369,145,22
2370,145,6
2371,145,25
2372,145,54
2373,145,66
2374,145,58
2375,145,9
2377,145,41
2378,7,6
2379,19,6
2380,25,6
2381,68,5
2382,90,6
2383,125,6
2384,128,6
2385,41,45
2386,146,32
2387,146,22
2388,146,25
2389,146,54
2390,146,6
2391,146,58
2392,146,64
2393,146,70
2394,146,44
2395,147,29
2396,147,21
2397,147,25
2398,147,7
2399,147,54
2400,147,64
2401,147,58
2402,147,61
2403,147,67
2404,148,28
2405,148,22
2406,148,6
2407,148,24
2408,148,54
2409,148,65
2410,148,58
2411,148,9
2412,148,48
2413,148,40
2414,149,38
2415,149,20
2416,149,6
2417,149,25
2419,149,66
2420,149,58
2421,149,9
2422,149,41
2423,13,42
2424,27,42
2425,42,38
2426,42,20
2428,42,66
2429,42,58
2430,42,50
2431,42,41
2432,42,54
2433,98,25
2434,98,66
2435,149,54
2436,150,32
2437,150,21
2438,150,25
2439,150,6
2440,150,54
2441,150,64
2442,150,58
2443,150,70
2444,150,44
2445,151,32
2446,151,21
2447,151,54
2448,151,25
2449,151,6
2450,151,58
2451,151,64
2452,151,70
2453,151,67
2454,152,38
2455,152,21
2456,152,25
2457,152,54
2458,152,6
2459,152,56
2460,152,64
2461,152,9
2462,152,67
2463,153,56
2464,153,7
2465,153,25
2466,153,54
2467,153,70
2468,153,67
2469,153,64
2470,153,22
2471,153,32
2472,154,22
2473,154,29
2474,154,54
2475,154,25
2476,154,7
2477,154,58
2479,154,9
2480,154,67
2481,155,32
2482,155,29
2483,155,21
2484,155,6
2485,155,25
2486,155,54
2487,155,64
2488,155,56
2489,155,9
2490,155,41
2491,156,9
2492,156,64
2493,156,57
2494,156,32
2495,156,41
2496,156,25
2497,156,54
2498,156,7
2499,156,21
2500,157,9
2501,157,41
2502,157,64
2503,157,58
2504,157,25
2505,157,54
2506,157,7
2507,157,21
2508,157,32
2509,158,32
2510,158,25
2511,158,54
2512,158,6
2513,158,65
2514,158,58
2515,158,9
2516,158,67
2517,158,21
2519,159,32
2520,159,20
2521,159,6
2522,159,25
2523,159,54
2524,159,58
2525,159,64
2526,159,9
2527,159,41
2528,160,38
2529,160,21
2530,160,60
2531,160,54
2532,160,7
2533,160,58
2534,160,66
2535,160,9
2536,160,41
2538,34,60
2551,162,32
2552,162,21
2553,162,25
2554,162,54
2555,162,6
2556,162,56
2557,162,64
2558,162,9
2559,162,67
2560,163,32
2561,163,22
2562,163,6
2563,163,25
2564,163,54
2565,163,64
2566,163,58
2567,163,70
2568,163,44
2569,164,32
2570,164,21
2571,164,25
2572,164,54
2573,164,7
2574,164,56
2575,164,64
2576,164,70
2577,164,67
2578,165,32
2579,165,25
2580,165,54
2581,165,6
2582,165,58
2583,165,64
2584,165,70
2585,165,44
2586,165,21
2587,166,32
2588,166,54
2589,166,21
2590,166,25
2591,166,7
2592,166,58
2593,166,44
2594,166,70
2595,166,65
2596,167,69
2597,167,21
2598,167,25
2599,167,54
2600,167,64
2601,167,56
2602,167,7
2603,167,9
2604,167,67
2605,168,21
2606,168,32
2607,168,25
2608,168,54
2609,168,7
2610,168,58
2611,168,65
2612,168,9
2613,168,67
2614,14,47
2615,169,69
2616,169,30
2617,169,32
2618,169,5
2619,169,24
2620,169,53
2621,169,58
2622,169,65
2623,169,10
2624,169,11
2625,169,44
2626,169,14
2627,169,20
2628,170,32
2629,170,69
2630,170,20
2631,170,6
2632,170,25
2633,170,54
2634,170,58
2635,170,65
2636,170,50
2637,170,47
2638,170,14
2639,170,45
2640,170,44
2641,171,33
2642,171,32
2643,171,31
2644,171,6
2645,171,25
2646,171,54
2647,171,65
2648,171,58
2649,171,50
2650,171,47
2651,171,14
2652,171,45
2653,171,44
2654,171,20
2655,172,38
2656,172,32
2657,172,20
2658,172,6
2659,172,24
2660,172,71
2661,172,66
2662,172,58
2663,172,9
2664,172,41
2665,173,32
2666,173,33
2667,173,20
2668,173,6
2669,173,25
2670,173,54
2671,173,65
2672,173,58
2673,173,47
2674,173,50
2675,173,44
2676,173,45
2677,174,38
2678,174,21
2679,174,25
2680,174,54
2681,174,7
2682,174,58
2683,174,65
2684,174,9
2685,174,67
2686,175,6
2687,175,38
2688,175,32
2689,175,21
2690,175,25
2691,175,54
2692,175,64
2693,175,58
2694,175,9
2695,175,67
2696,176,38
2697,176,21
2698,176,25
2699,176,54
2700,176,7
2701,176,58
2702,176,64
2703,176,9
2704,176,41
2705,177,28
2706,177,21
2707,177,25
2708,177,54
2709,177,7
2710,177,57
2711,177,65
2712,177,9
2713,177,67
2714,178,32
2715,178,25
2716,178,54
2717,178,6
2718,178,21
2719,178,64
2720,178,56
2721,178,9
2722,178,67
2723,179,38
2724,179,21
2725,179,25
2726,179,54
2727,179,7
2728,179,58
2729,179,65
2730,179,9
2731,179,41
2732,180,32
2733,180,30
2734,180,22
2735,180,7
2736,180,25
2737,180,71
2738,180,65
2739,180,58
2740,180,70
2741,180,44
2742,181,32
2743,181,29
2744,181,20
2745,181,6
2746,181,54
2747,181,65
2748,181,58
2749,181,47
2750,181,44
2751,181,67
2752,181,70
2753,181,60
2754,182,32
2755,182,21
2756,182,25
2757,182,54
2758,182,6
2759,182,58
2760,182,64
2761,182,70
2762,182,44
2763,183,32
2764,183,21
2765,183,25
2766,183,54
2767,183,58
2768,183,6
2769,183,64
2770,183,9
2771,183,67
2772,184,28
2773,184,21
2774,184,25
2775,184,54
2776,184,7
2777,184,58
2778,184,64
2779,184,9
2780,184,67
2781,8,9
2782,74,65
2783,75,65
2784,154,65
2785,185,29
2786,185,21
2787,185,25
2788,185,54
2789,185,7
2790,185,58
2791,185,64
2792,185,70
2793,185,47
2794,185,44
2795,186,32
2796,186,25
2797,186,54
2798,186,7
2799,186,58
2800,186,9
2801,186,65
2802,186,67
2803,186,21
2804,187,32
2805,187,21
2806,187,25
2807,187,54
2808,187,6
2809,187,58
2810,187,64
2811,187,70
2812,187,44
2813,188,32
2814,188,21
2815,188,25
2816,188,54
2817,188,6
2818,188,58
2819,188,64
2820,188,70
2821,188,44
2822,189,28
2823,189,25
2824,189,54
2825,189,7
2826,189,64
2827,189,58
2828,189,9
2829,189,15
2830,189,21
2831,190,32
2832,190,21
2833,190,25
2834,190,54
2835,190,7
2836,190,64
2837,190,56
2838,190,9
2839,190,67
2840,191,32
2841,191,21
2842,191,25
2843,191,54
2844,191,6
2845,191,57
2846,191,64
2847,191,9
2848,191,67
2849,192,32
2850,192,25
2851,192,54
2852,192,21
2853,192,6
2854,192,58
2855,192,64
2856,192,70
2857,192,44
2858,193,28
2859,193,21
2860,193,25
2861,193,54
2862,193,7
2863,193,58
2864,193,64
2865,193,9
2866,193,67
2867,194,32
2868,194,54
2869,194,25
2870,194,6
2871,194,58
2872,194,64
2873,194,70
2874,194,44
2875,194,21
2876,195,29
2877,195,21
2878,195,25
2879,195,54
2880,195,6
2881,195,58
2882,195,64
2883,195,9
2884,195,67
2885,196,32
2886,196,38
2887,196,25
2888,196,54
2889,196,21
2890,196,6
2891,196,64
2892,196,58
2893,196,9
2894,196,67
2895,197,32
2896,197,25
2897,197,54
2898,197,21
2899,197,6
2900,197,58
2901,197,64
2902,197,70
2903,197,44
4710,372,151
4711,372,141
4712,372,153
4713,372,157
4714,372,169
4715,372,184
4716,372,187
4717,372,175
4718,372,143
4720,372,179
4721,372,198
4722,373,143
4723,373,154
4724,373,167
4725,373,170
4726,373,184
4727,373,141
4728,373,180
4729,373,151
4730,373,187
4731,373,191
4732,374,151
4733,374,141
4734,374,148
4735,374,153
4736,374,157
4737,374,184
4738,374,187
4739,374,192
4740,374,179
4741,374,198
4742,375,149
4743,375,141
4744,375,184
4745,375,174
4746,375,175
4747,375,161
4748,375,170
4749,375,192
4750,375,171
4751,375,186
4752,375,167
4753,375,143
4755,375,198
4756,376,159
4757,376,149
4758,376,171
4759,376,169
4760,376,175
4761,376,141
4762,376,184
4763,376,192
4764,376,186
4765,376,195
4767,376,198
4768,377,149
4769,377,161
4770,377,167
4771,377,172
4772,377,176
4773,377,174
4774,377,184
4775,377,186
4776,377,193
4777,377,192
4778,377,179
4779,377,141
4780,378,150
4781,378,141
4782,378,159
4783,378,162
4784,378,169
4785,378,174
4786,378,180
4787,378,184
4788,378,186
4789,378,167
4790,378,191
4791,378,177
4792,378,198
4793,378,143
4794,379,151
4795,379,141
4796,379,153
4797,379,157
4798,379,169
4799,379,187
4800,379,175
4801,379,184
4803,379,179
4804,379,198
4805,379,143
4806,380,157
4807,380,151
4808,380,147
4809,380,148
4810,380,141
4811,380,184
4812,380,153
4813,380,187
4814,380,192
4815,380,179
4816,380,198
4817,381,143
4818,381,141
4819,381,167
4820,381,150
4821,381,170
4822,381,184
4823,381,154
4824,381,191
4825,381,187
4826,381,180
4827,382,151
4828,382,141
4829,382,153
4830,382,157
4831,382,176
4832,382,192
4833,382,143
4834,382,184
4835,382,179
4836,382,198
4837,383,149
4838,383,141
4839,383,176
4840,383,161
4841,383,182
4842,383,186
4843,383,174
4844,383,157
4845,383,192
4846,383,197
4847,383,198
4848,383,171
4849,384,151
4850,384,141
4851,384,153
4852,384,157
4853,384,159
4854,384,149
4855,384,169
4856,384,184
4857,384,191
4858,384,143
4859,384,175
4860,384,179
4861,384,198
4862,384,174
4863,385,149
4864,385,141
4865,385,161
4866,385,143
4867,385,174
4868,385,184
4869,385,171
4870,385,186
4871,385,175
4872,385,170
4873,385,167
4874,385,191
4875,385,197
4876,385,198
4877,386,153
4878,386,176
4879,386,159
4880,386,161
4881,386,149
4882,386,184
4883,386,192
4884,386,195
4885,386,179
4886,386,198
4887,386,141
4888,387,149
4889,387,141
4890,387,161
4891,387,174
4892,387,175
4893,387,184
4894,387,170
4895,387,192
4896,387,171
4897,387,186
4898,387,167
4899,387,143
4900,387,179
4901,387,198
4902,388,161
4903,388,149
4904,388,171
4905,388,175
4906,388,141
4907,388,184
4908,388,192
4909,388,186
4910,388,195
4912,388,198
4913,389,149
4914,389,154
4915,389,161
4916,389,170
4918,389,182
4919,389,190
4920,389,167
4921,389,142
4922,389,197
4923,390,150
4924,390,141
4925,390,154
4926,390,158
4927,390,172
4928,390,184
4929,390,190
4930,390,196
4931,390,180
4932,391,150
4933,391,176
4934,391,158
4935,391,180
4936,391,184
4937,391,168
4939,391,170
4940,391,191
4941,391,141
4942,391,161
4943,391,198
4944,392,149
4945,392,141
4946,392,184
